"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"CP"
"113";"15001016040P4";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"BIOLOGIA DE AGENTES INFECCIOSOS E PARASITÁRIOS";"MESTRADO/DOUTORADO";0,4875
"114";"15001016041P0";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA E ESTATÍSTICA";"MESTRADO";0,6275
"115";"15001016042P7";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,422916666666667
"116";"15001016043P3";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"5";"NORTE";"PA";"UFPA";"HISTÓRIA";"MESTRADO/DOUTORADO";0,382
"117";"15001016044P0";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2004;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E BIOLOGIA CELULAR";"MESTRADO/DOUTORADO";0,483095238095238
"118";"15001016045P6";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,485
"119";"15001016046P2";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO/DOUTORADO";0,475724637681159
"120";"15001016047P9";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2005;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,354545454545455
"121";"15001016049P1";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,531818181818182
"122";"15001016050P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECONOMIA";"MESTRADO/DOUTORADO";0,393333333333333
"123";"15001016051P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ENGENHARIA DE RECURSOS NATURAIS DA AMAZÔNIA";"DOUTORADO";0,415196078431373
"124";"15001016052P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA AQUÁTICA E PESCA";"MESTRADO/DOUTORADO";0,455555555555556
"125";"15001016053P9";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CIÊNCIA POLÍTICA";"MESTRADO";0,496794871794872
"126";"15001016055P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ARTES";"MESTRADO/DOUTORADO";0,351893939393939
"127";"15001016057P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"SAÚDE ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,474122807017544
"128";"15001016059P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2008;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"GESTAO DOS RECURSOS NATURAIS E DESENVOLVIMENTO LOCAL NA AMAZONIA";"MESTRADO PROF.";0,508333333333333
"129";"15001016060P5";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";0,427083333333333
"130";"15001016061P1";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"MATEMÁTICA - UFPA - UFAM";"DOUTORADO";0,546428571428571
"131";"15001016062P8";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"COMUNICAÇÃO, CULTURA E AMAZÔNIA";"MESTRADO";0,439814814814815
"132";"15001016063P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ARQUITETURA E URBANISMO";"MESTRADO";0,398076923076923
"133";"15001016064P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";0,520138888888889
"134";"15001016065P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"SEGURANÇA PUBLICA";"MESTRADO PROF.";0,442083333333333
"135";"15001016066P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENFERMAGEM";"MESTRADO";0,463095238095238
"136";"15001016067P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"LINGUAGENS E SABERES NA AMAZÔNIA";"MESTRADO";0,558333333333333
"137";"15001016068P6";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"BIOTECNOLOGIA";"MESTRADO/DOUTORADO";0,430434782608696
"138";"15001016069P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"PROCESSOS CONSTRUTIVOS E SANEAMENTO URBANO";"MESTRADO PROF.";0,375
"139";"15001016070P0";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"FILOSOFIA";"MESTRADO";0,516025641025641
"140";"15001016071P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ONCOLOGIA E CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";0,455128205128205
"141";"15001016072P3";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA INDUSTRIAL";"MESTRADO PROF.";0,511666666666667
"142";"15001016073P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO PÚBLICA";"MESTRADO PROF.";0,47156862745098
"143";"15001016075P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE PROCESSOS";"MESTRADO PROF.";0,507142857142857
"144";"15001016076P9";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"CIÊNCIAS E MEIO AMBIENTE";"MESTRADO PROF.";0,532017543859649
"145";"15001016077P5";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"ANÁLISES CLÍNICAS";"MESTRADO PROF.";0,538194444444444
"146";"15001016078P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2014;"PROFISSIONAL";"4";"NORTE";"PA";"UFPA";"DOCÊNCIA EM EDUCAÇÃO EM CIÊNCIAS E MATEMÁTICAS";"MESTRADO PROF.";0,5475
"147";"15001016079P8";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"SAÚDE, AMBIENTE E SOCIEDADE NA AMAZÔNIA";"MESTRADO";0,441666666666667
"148";"15001016080P6";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"RECURSOS HÍDRICOS";"MESTRADO PROF.";0,431349206349206
"149";"15001016081P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"BIODIVERSIDADE E CONSERVAÇÃO";"MESTRADO";0,413888888888889
"150";"15001016082P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"EDUCAÇÃO E CULTURA";"MESTRADO";0,451315789473684
"151";"15001016084P1";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"NEUROCIÊNCIAS E COMPORTAMENTO";"MESTRADO";0,502777777777778
"152";"15001016085P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA NAVAL";"MESTRADO";0,447727272727273
"153";"15001016086P4";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"QUÍMICA MEDICINAL E MODELAGEM MOLECULAR";"MESTRADO";0,548809523809524
"154";"15001016087P0";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORTE";"PA";"UFPA";"ECOLOGIA";"MESTRADO/DOUTORADO";0,333333333333333
"155";"15001016088P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"GESTÃO DE RISCO E DESASTRE NA AMAZÔNIA";"MESTRADO PROF.";0,470833333333333
"156";"15001016089P3";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"CURRÍCULO E GESTÃO DA ESCOLA BÁSICA";"MESTRADO";0,405128205128205
"157";"15001016090P1";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE BARRAGEM E GESTÃO AMBIENTAL";"MESTRADO PROF.";0,330357142857143
"158";"15001016091P8";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFPA";"ENGENHARIA DE INFRAESTRUTURA E DESENVOLVIMENTO ENERGÉTICO";"MESTRADO";0,430555555555556
"159";"15001016092P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"UFPA";"COMPUTAÇÃO APLICADA";"MESTRADO PROF.";0,296153846153846
"160";"15001016156P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,418229166666667
"161";"15001016157P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,41375
"162";"15001016158P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,469166666666667
"163";"15001016159P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,631111111111111
"164";"15001016160P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,465909090909091
"165";"15002012001P5";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"AGRONOMIA";"MESTRADO/DOUTORADO";0,400416666666667
"166";"15002012004P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"CIÊNCIAS BIOLÓGICAS";"MESTRADO";0,492424242424242
"167";"15002012005P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"AQUICULTURA E RECURSOS AQUÁTICOS TROPICAIS";"MESTRADO";0,413461538461538
"168";"15002012006P7";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,421969696969697
"169";"15002012007P3";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFRA";"BIOTECNOLOGIA APLICADA À AGROPECUÁRIA";"MESTRADO";0,469444444444444
"170";"15002012008P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFRA";"CIÊNCIAS FLORESTAIS";"MESTRADO/DOUTORADO";0,349404761904762
"171";"15002012009P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,381060606060606
"172";"15004015004P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"PARTICULAR";"PRIVADA";2007;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DESENVOLVIMENTO E MEIO AMBIENTE URBANO";"MESTRADO";0,419166666666667
"173";"15004015005P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UNAMA";"ADMINISTRAÇÃO";"MESTRADO/DOUTORADO";0,371111111111111
"174";"15004015006P0";"INTERDISCIPLINAR";"INTE";"PARTICULAR";"PRIVADA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"COMUNICAÇÃO, LINGUAGENS E CULTURA";"MESTRADO/DOUTORADO";0,536111111111111
"175";"15004015007P6";"DIREITO";"DIRE";"PARTICULAR";"PRIVADA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UNAMA";"DIREITOS FUNDAMENTAIS";"MESTRADO";0,402777777777778
"176";"15006018001P0";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";2005;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"EDUCAÇÃO";"MESTRADO";0,399537037037037
"177";"15006018002P7";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";2009;"ACADÊMICO";"4";"NORTE";"PA";"UEPA";"BIOLOGIA PARASITÁRIA NA AMAZÔNIA";"MESTRADO/DOUTORADO";0,570277777777778
"178";"15006018003P3";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";2010;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"ENFERMAGEM";"MESTRADO";0,431089743589744
"179";"15006018004P0";"TEOLOGIA";"TEOL";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"CIÊNCIAS DA RELIGIÃO";"MESTRADO";0,420454545454545
"180";"15006018005P6";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"PA";"UEPA";"CIÊNCIAS AMBIENTAIS";"MESTRADO";0,518055555555556
"181";"15006018006P2";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"ENSINO EM SAÚDE NA AMAZÔNIA";"MESTRADO PROF.";0,47037037037037
"182";"15006018007P9";"MEDICINA III";"MEDIII";"ESTADUAL";"PÚBLICA";2014;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"CIRURGIA E PESQUISA EXPERIMENTAL";"MESTRADO PROF.";0,471428571428571
"183";"15006018008P5";"ENSINO";"ENSI";"ESTADUAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"NORTE";"PA";"UEPA";"ENSINO DE MATEMÁTICA";"MESTRADO PROF.";0,574242424242424
"184";"15008010001P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"PA";"IFPA";"DESENVOLVIMENTO RURAL E GESTÃO DE EMPREEND. AGROALIMENTARES";"MESTRADO PROF.";0,4175
"185";"15008010002P0";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2016;"PROFISSIONAL";"3";"NORTE";"PA";"IFPA";"ENGENHARIA DE MATERIAIS";"MESTRADO PROF.";0,570454545454545
"186";"15010015001P4";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS AQUÁTICOS CONTINENTAIS AMAZÔNICOS";"MESTRADO";0,550438596491228
"187";"15010015002P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"RECURSOS NATURAIS DA AMAZÔNIA";"MESTRADO";0,516049382716049
"188";"15010015003P7";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"4";"NORTE";"PA";"UFOPA";"SOCIEDADE, NATUREZA E DESENVOLVIMENTO";"DOUTORADO";0,480864197530864
"189";"15010015004P3";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"BIOCIÊNCIAS";"MESTRADO";0,478703703703704
"190";"15010015005P0";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"EDUCAÇÃO";"MESTRADO";0,536842105263158
"191";"15010015070P6";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"CIÊNCIAS DA SOCIEDADE";"MESTRADO";0,410964912280702
"192";"15010015071P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"PA";"UFOPA";"SOCIEDADE, AMBIENTE E QUALIDADE DE VIDA";"MESTRADO";0,479166666666667
"193";"15010015072P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,41078431372549
"194";"15025012001P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"PA";"UNIFESSPA";"DINÂMICAS TERRITORIAIS E SOCIEDADE NA AMAZÔNIA";"MESTRADO";0,497916666666667
"195";"15025012070P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,51578947368421
"196";"15025012071P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,423888888888889
"197";"15025012072P2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,403787878787879
"198";"15027007039P2";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"4";"NORTE";"PA";"MPEG";"BIODIVERSIDADE E EVOLUÇÃO";"MESTRADO/DOUTORADO";0,363235294117647
"199";"16003012001P4";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIAS DO AMBIENTE";"MESTRADO/DOUTORADO";0,392333333333333
"200";"16003012002P0";"ZOOTECNIA / RECURSOS PESQUEIROS";"ZOOT";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"CIÊNCIA ANIMAL TROPICAL";"MESTRADO/DOUTORADO";0,3625
"201";"16003012003P7";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"PRODUÇÃO VEGETAL";"MESTRADO/DOUTORADO";0,383333333333333
"202";"16003012004P3";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"DESENVOLVIMENTO REGIONAL";"MESTRADO/DOUTORADO";0,523412698412698
"203";"16003012005P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"AGROENERGIA";"MESTRADO";0,359375
"204";"16003012006P6";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"BIODIVERSIDADE, ECOLOGIA E CONSERVAÇÃO.";"MESTRADO";0,507212885154062
"205";"16003012007P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"CIÊNCIAS DA SAÚDE";"MESTRADO PROF.";0,604487179487179
"206";"16003012008P9";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"4";"NORTE";"TO";"UFT";"LETRAS:ENSINO DE LÍNGUA E LITERATURA";"MESTRADO/DOUTORADO";0,510714285714286
"207";"16003012009P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"GEOGRAFIA";"MESTRADO";0,429166666666667
"208";"16003012010P3";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"ENGENHARIA AMBIENTAL";"MESTRADO PROF.";0,492361111111111
"209";"16003012011P0";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"BIOTECNOLOGIA";"MESTRADO";0,524275362318841
"210";"16003012012P6";"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"CIÊNCIA E TECNOLOGIA DE ALIMENTOS";"MESTRADO";0,503125
"211";"16003012013P2";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"EDUCAÇAO";"MESTRADO";0,355555555555556
"212";"16003012014P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"MODELAGEM COMPUTACIONAL DE SISTEMAS";"MESTRADO PROF.";0,430952380952381
"213";"16003012015P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"PRESTAÇÃO JURISDICIONAL E DIREITOS HUMANOS";"MESTRADO PROF.";0,406862745098039
"214";"16003012016P1";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"CIÊNCIAS FLORESTAIS E AMBIENTAIS";"MESTRADO";0,423076923076923
"215";"16003012017P8";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"NORTE";"TO";"UFT";"GESTÃO DE POLÍTICAS PÚBLICAS";"MESTRADO PROF.";0,470175438596491
"216";"16003012156P8";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"SANIDADE ANIMAL E SAÚDE PÚBLICA NOS TRÓPICOS";"MESTRADO";0,530882352941176
"217";"16003012157P4";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"ENSINO EM CIÊNCIAS E SAÚDE";"MESTRADO";0,596759259259259
"218";"16003012158P0";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"ESTUDOS DE CULTURA E TERRITÓRIO";"MESTRADO";0,460964912280702
"219";"16003012159P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"LETRAS";"MESTRADO";0,461781609195402
"220";"16003012160P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,368333333333333
"221";"16003012161P1";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"NORTE";"TO";"UFT";"COMUNICAÇÃO E SOCIEDADE";"MESTRADO";0,503846153846154
"222";"16003012171P7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,534722222222222
"223";"16003012172P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,593181818181818
"224";"20001010003P6";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"6";"NORDESTE";"MA";"UFMA";"POLÍTICAS PÚBLICAS";"MESTRADO/DOUTORADO";0,41358024691358
"225";"20001010004P2";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"QUÍMICA";"MESTRADO";0,365740740740741
"226";"20001010005P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"ENGENHARIA DE ELETRICIDADE";"MESTRADO/DOUTORADO";0,5
"227";"20001010006P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"SAÚDE E AMBIENTE";"MESTRADO";0,638157894736842
"228";"20001010008P8";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1988;"ACADÊMICO";"3";"NORDESTE";"MA";"UFMA";"EDUCAÇÃO";"MESTRADO";0,444736842105263
"229";"20001010009P4";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";0,534302325581395
"230";"20001010011P9";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"4";"NORDESTE";"MA";"UFMA";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";0,387698412698413
