"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO.x";"SG_AREA_AVALIACAO.x";"CS_STATUS_JURIDICO.x";"DS_DEPENDENCIA_ADMINISTRATIVA.x";"ANO_INICIO_PROGRAMA.x";"NM_MODALIDADE_PROGRAMA.x";"CD_CONCEITO_PROGRAMA.x";"NM_REGIAO.x";"SG_UF_PROGRAMA.x";"SG_ENTIDADE_ENSINO.x";"NM_PROGRAMA_IES.x";"NM_GRAU_PROGRAMA.x";"FCDo";"FCDi";"CC";"CP";"IMI";"NM_AREA_AVALIACAO.y";"SG_AREA_AVALIACAO.y";"CS_STATUS_JURIDICO.y";"DS_DEPENDENCIA_ADMINISTRATIVA.y";"ANO_INICIO_PROGRAMA.y";"NM_MODALIDADE_PROGRAMA.y";"CD_CONCEITO_PROGRAMA.y";"NM_REGIAO.y";"SG_UF_PROGRAMA.y";"SG_ENTIDADE_ENSINO.y";"NM_PROGRAMA_IES.y";"NM_GRAU_PROGRAMA.y";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"1705";"32005016021P3";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";0,642857142857143;0,277777777777778;0,470751633986928;0,434583333333333;0,456492471988796;"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"1706";"32005016022P0";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";0,206349206349206;0,32258064516129;0,399613821138211;0,404333333333333;0,33321925149551;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"LINGÜÍSTICA";"MESTRADO/DOUTORADO";21;0;0;2;0;0;2;0,0952380952380952
"1707";"32005016023P6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2006;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"FÍSICA - UFV";"DOUTORADO";16;1;1;1;1;1;1;0,1875
"1708";"32005016025P9";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"PSICOLOGIA";"MESTRADO/DOUTORADO";0,555555555555555;0,181818181818182;0,553472222222222;0,478030303030303;0,442219065656566;"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"PSICOLOGIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1709";"32005016027P1";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"EDUCAÇÃO MATEMÁTICA";"MESTRADO PROF.";0,523809523809524;0,519230769230769;0,943589743589744;0,545;0,632907509157509;"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"EDUCAÇÃO MATEMÁTICA";"MESTRADO PROF.";14;0;0;2;0;0;2;0,142857142857143
"1710";"32005016028P8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CIÊNCIA DE ALIMENTOS";"CALIM";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";"SUDESTE";"MG";"UFJF";"CIÊNCIA E TECNOLOGIA DO LEITE E DERIVADOS";"MESTRADO PROF.";19;0;0;1;0;0;1;0,0526315789473684
"1711";"32005016029P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"AMBIENTE CONSTRUÍDO";"MESTRADO";0,615384615384615;0,490909090909091;0,586538461538461;0,385714285714286;0,519636613386613;"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"AMBIENTE CONSTRUÍDO";"MESTRADO";13;3;0;0;3;0;0;0,230769230769231
"1712";"32005016030P2";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"MATEMÁTICA";"MESTRADO";0,212121212121212;0,769230769230769;0,504166666666667;0,465217391304348;0,487684009830749;"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"MATEMÁTICA";"MESTRADO";22;0;0;1;0;0;1;0,0454545454545455
"1713";"32005016031P9";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA";"MESTRADO PROF.";0,531914893617021;0,169230769230769;0,654761904761905;0,425;0,445226891902424;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"3";"SUDESTE";"MG";"UFJF";"GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA";"MESTRADO PROF.";47;0;1;1;0;1;1;0,0425531914893617
"1714";"32005016032P5";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";0,733333333333333;0,625;0,49937343358396;0,53125;0,597239191729323;"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS FARMACÊUTICAS";"MESTRADO";10;16;0;0;16;0;0;1,6
"1715";"32005016033P1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ENFERMAGEM";"MESTRADO";22;0;0;0;0;0;0;0
"1716";"32005016034P8";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";0,372549019607843;0,632352941176471;0,535675660291439;0,469;0,502394405268938;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO";17;1;0;0;1;0;0;0,0588235294117647
"1717";"32005016035P4";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"GEOGRAFIA";"MESTRADO";0,377777777777778;0,575;0,539052287581699;0,470614035087719;0,490611025111799;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"GEOGRAFIA";"MESTRADO";15;0;0;0;0;0;0;0
"1718";"32005016036P0";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"DIREITO E INOVAÇÃO";"MESTRADO";0,361111111111111;0,418181818181818;0,597308488612836;0,4875;0,466025354476442;"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"DIREITO E INOVAÇÃO";"MESTRADO";12;0;0;0;0;0;0;0
"1719";"32005016038P3";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ARTES, CULTURA E LINGUAGENS";"MESTRADO";0,791666666666667;0,956521739130435;0,688815789473684;0,451984126984127;0,722247080563728;"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ARTES, CULTURA E LINGUAGENS";"MESTRADO";16;0;0;1;0;0;1;0,0625
"1720";"32005016039P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"MG";"UFJF";"MULTICÊNTRICO EM QUÍMICA DE MINAS GERAIS";"MESTRADO/DOUTORADO";86;20;0;0;20;0;0;0,232558139534884
"1721";"32005016070P4";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ADMINISTRAÇÃO";"MESTRADO";0,404761904761905;0,612903225806452;0,777777777777778;0,441203703703704;0,559161653012459;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"ADMINISTRAÇÃO";"MESTRADO";14;0;0;0;0;0;0;0
"1722";"32005016071P0";"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL";"MESTRADO";0,523809523809524;0,411764705882353;0,604166666666667;0,6203125;0,540013349089636;"EDUCAÇÃO FÍSICA";"EFIS";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"MG";"UFJF";"CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL";"MESTRADO";14;0;0;0;0;0;0;0
"1723";"32005016106P9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;0;0;0;0;0;0;0
"1724";"32005016107P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12;0;0;0;0;0;0;0
"1725";"32006012001P9";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";0,236111111111111;0,215277777777778;0,372354497354497;0,407777777777778;0,307880291005291;"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA ELÉTRICA";"MESTRADO/DOUTORADO";24;2;4;8;2;4;8;0,583333333333333
"1726";"32006012002P5";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUDESTE";"MG";"UFU";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";0,246913580246914;0,264957264957265;0,448333491221422;0,371212121212121;0,33285411440943;"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"7";"SUDESTE";"MG";"UFU";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";27;30;0;0;30;0;0;1,11111111111111
"1727";"32006012003P1";"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"EDUCAÇÃO";"MESTRADO/DOUTORADO";0,320512820512821;0,265060240963855;0,678344298245614;0,397701149425287;0,415404627286894;"EDUCAÇÃO";"EDUC";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"EDUCAÇÃO";"MESTRADO/DOUTORADO";52;0;2;0;0;2;0;0,0384615384615385
"1728";"32006012004P8";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";0,588235294117647;0,204545454545455;0,384791666666667;0,490079365079365;0,416912945102283;"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";1992;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"IMUNOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";17;9;5;0;9;5;0;0,823529411764706
"1729";"32006012005P4";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";0,307692307692308;0,17910447761194;1,45988805970149;0,629411764705882;0,644024152427906;"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1993;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ENGENHARIA QUÍMICA";"MESTRADO/DOUTORADO";13;17;2;1;17;2;1;1,53846153846154
"1730";"32006012006P0";"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GENÉTICA E BIOQUÍMICA";"MESTRADO/DOUTORADO";0,416666666666667;0,306122448979592;0,637154150197628;0,482183908045977;0,460531793472466;"CIÊNCIAS BIOLÓGICAS I";"CBI";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GENÉTICA E BIOQUÍMICA";"MESTRADO/DOUTORADO";20;27;0;0;27;0;0;1,35
"1731";"32006012007P7";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ESTUDOS LINGÜÍSTICOS";"MESTRADO/DOUTORADO";0,256410256410256;0,261363636363636;0,393029100529101;0,433630952380952;0,336108486420986;"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ESTUDOS LINGÜÍSTICOS";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"1732";"32006012008P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS DA SAÚDE";"MESTRADO/DOUTORADO";35;20;0;0;20;0;0;0,571428571428571
"1733";"32006012009P0";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ECONOMIA";"MESTRADO/DOUTORADO";0,307692307692308;0,369230769230769;0,614583333333333;0,375;0,416626602564103;"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"ECONOMIA";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"1734";"32006012010P8";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GEOGRAFIA";"MESTRADO/DOUTORADO";0,238095238095238;0,364864864864865;0,392042846711521;0,421604938271605;0,354151971985807;"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"GEOGRAFIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1735";"32006012011P4";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"QUÍMICA";"MESTRADO/DOUTORADO";0,149425287356322;0,142857142857143;0,304329004329004;0,374305555555556;0,242729247524506;"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"QUÍMICA";"MESTRADO/DOUTORADO";29;11;0;0;11;0;0;0,379310344827586
"1736";"32006012012P0";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"HISTÓRIA";"MESTRADO/DOUTORADO";0,28;0,154761904761905;0,500768849206349;0,473275862068965;0,352201654009305;"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"HISTÓRIA";"MESTRADO/DOUTORADO";25;0;0;0;0;0;0;0
"1737";"32006012013P7";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"ECOLOGIA E CONSERVAÇÃO DE RECURSOS NATURAIS";"MESTRADO/DOUTORADO";0,380952380952381;0,216216216216216;0,332735247208931;0,462333333333333;0,348059294427715;"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUDESTE";"MG";"UFU";"ECOLOGIA E CONSERVAÇÃO DE RECURSOS NATURAIS";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1738";"32006012014P3";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";0,423076923076923;0,192307692307692;0,317708333333333;0,459047619047619;0,348035141941392;"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIAS VETERINÁRIAS";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"1739";"32006012015P0";"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"AGRONOMIA";"MESTRADO/DOUTORADO";0,333333333333333;0,133333333333333;0,493298368298368;0,372;0,332991258741259;"CIÊNCIAS AGRÁRIAS I";"CAGRI";"FEDERAL";"PÚBLICA";2000;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"AGRONOMIA";"MESTRADO/DOUTORADO";21;4;18;0;4;18;0;1,04761904761905
"1740";"32006012016P6";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ODONTOLOGIA";"MESTRADO/DOUTORADO";0,253968253968254;0,0740740740740741;0,287425595238095;0,431172839506173;0,261660190696649;"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"ODONTOLOGIA";"MESTRADO/DOUTORADO";21;3;2;0;3;2;0;0,238095238095238
"1741";"32006012017P2";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";0,3125;0,303571428571429;0,614557485525227;0,402864583333333;0,408373374357497;"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"4";"SUDESTE";"MG";"UFU";"CIÊNCIA DA COMPUTAÇÃO";"MESTRADO/DOUTORADO";32;5;0;2;5;0;2;0,21875
"1742";"32006012018P9";"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"FÍSICA";"MESTRADO/DOUTORADO";0,156862745098039;0,25;0,42975040257649;0,407894736842105;0,311126971129158;"ASTRONOMIA / FÍSICA";"AFIS";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"MG";"UFU";"FÍSICA";"MESTRADO/DOUTORADO";17;1;0;0;1;0;0;0,0588235294117647
"1743";"32006012019P5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ENGENHARIA CIVIL";"MESTRADO";10;0;0;0;0;0;0;0
"1744";"32006012020P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ADMINISTRAÇÃO";"MESTRADO";0,311111111111111;0,392857142857143;1,22222222222222;0,415833333333333;0,585505952380952;"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2003;"ACADÊMICO";"3";"SUDESTE";"MG";"UFU";"ADMINISTRAÇÃO";"MESTRADO";15;0;0;0;0;0;0;0
